set,index,k,QQ,xB,t,phi,F,errF,varF,ReH,ReE,ReHtilde,dvcs,F_true
25,12,7.383,3.18,0.364,-0.58578,202.5,0.00816858,0.000882942,0.10809,2.11464,-0.773578,-0.043749,0.00899522,0.00967469
25,13,7.383,3.18,0.364,-0.58578,217.5,0.0108499,0.0011809,0.10884,2.11464,-0.773578,-0.043749,0.00899522,0.00983817
25,14,7.383,3.18,0.364,-0.58578,232.5,0.00994097,0.000835936,0.08409,2.11464,-0.773578,-0.043749,0.00899522,0.0101309
25,15,7.383,3.18,0.364,-0.58578,247.5,0.0108296,0.00108968,0.10062,2.11464,-0.773578,-0.043749,0.00899522,0.010627
25,16,7.383,3.18,0.364,-0.58578,262.5,0.0134938,0.00138028,0.10229,2.11464,-0.773578,-0.043749,0.00899522,0.0114621
25,17,7.383,3.18,0.364,-0.58578,277.5,0.014091,0.00146603,0.10404,2.11464,-0.773578,-0.043749,0.00899522,0.0128824
25,18,7.383,3.18,0.364,-0.58578,292.5,0.0148703,0.00146339,0.09841,2.11464,-0.773578,-0.043749,0.00899522,0.0153369
25,19,7.383,3.18,0.364,-0.58578,307.5,0.0196368,0.00190437,0.09698,2.11464,-0.773578,-0.043749,0.00899522,0.0196212
25,20,7.383,3.18,0.364,-0.58578,322.5,0.037539,0.00550585,0.14667,2.11464,-0.773578,-0.043749,0.00899522,0.0269551
25,21,7.383,3.18,0.364,-0.58578,337.5,0.000674527,0.000302013,0.44774,2.11464,-0.773578,-0.043749,0.00899522,0.0381054
26,0,8.521,3.65,0.367,-0.20459,7.5,0.0562382,0.00262633,0.0467,2.21915,-0.649763,-0.363735,0.0259682,0.056238
26,1,8.521,3.65,0.367,-0.20459,22.5,0.0537802,0.00263415,0.04898,2.21915,-0.649763,-0.363735,0.0259682,0.0550232
26,2,8.521,3.65,0.367,-0.20459,37.5,0.0550667,0.00262228,0.04762,2.21915,-0.649763,-0.363735,0.0259682,0.0528395
26,3,8.521,3.65,0.367,-0.20459,52.5,0.0506894,0.00250862,0.04949,2.21915,-0.649763,-0.363735,0.0259682,0.0500751
26,4,8.521,3.65,0.367,-0.20459,67.5,0.0465778,0.00222362,0.04774,2.21915,-0.649763,-0.363735,0.0259682,0.0471263
26,5,8.521,3.65,0.367,-0.20459,82.5,0.0433769,0.00227512,0.05245,2.21915,-0.649763,-0.363735,0.0259682,0.0443035
26,6,8.521,3.65,0.367,-0.20459,97.5,0.0403458,0.00205602,0.05096,2.21915,-0.649763,-0.363735,0.0259682,0.0418023
26,7,8.521,3.65,0.367,-0.20459,112.5,0.039,0.0020085,0.0515,2.21915,-0.649763,-0.363735,0.0259682,0.0397184
26,8,8.521,3.65,0.367,-0.20459,127.5,0.0380722,0.00196871,0.05171,2.21915,-0.649763,-0.363735,0.0259682,0.0380805
26,9,8.521,3.65,0.367,-0.20459,142.5,0.0368146,0.00197694,0.0537,2.21915,-0.649763,-0.363735,0.0259682,0.0368811
26,10,8.521,3.65,0.367,-0.20459,157.5,0.0359123,0.00200606,0.05586,2.21915,-0.649763,-0.363735,0.0259682,0.036099
26,11,8.521,3.65,0.367,-0.20459,172.5,0.0340891,0.0019199,0.05632,2.21915,-0.649763,-0.363735,0.0259682,0.0357139
26,12,8.521,3.65,0.367,-0.20459,187.5,0.0397926,0.00229166,0.05759,2.21915,-0.649763,-0.363735,0.0259682,0.0357139
26,13,8.521,3.65,0.367,-0.20459,202.5,0.0390352,0.00217426,0.0557,2.21915,-0.649763,-0.363735,0.0259682,0.036099
26,14,8.521,3.65,0.367,-0.20459,217.5,0.0389013,0.0021598,0.05552,2.21915,-0.649763,-0.363735,0.0259682,0.0368811
26,15,8.521,3.65,0.367,-0.20459,232.5,0.0372186,0.00194579,0.05228,2.21915,-0.649763,-0.363735,0.0259682,0.0380805
26,16,8.521,3.65,0.367,-0.20459,247.5,0.0392159,0.00210589,0.0537,2.21915,-0.649763,-0.363735,0.0259682,0.0397184
26,17,8.521,3.65,0.367,-0.20459,262.5,0.0411081,0.00206445,0.05022,2.21915,-0.649763,-0.363735,0.0259682,0.0418023
26,18,8.521,3.65,0.367,-0.20459,277.5,0.0457147,0.00219156,0.04794,2.21915,-0.649763,-0.363735,0.0259682,0.0443035
26,19,8.521,3.65,0.367,-0.20459,292.5,0.0467648,0.0022419,0.04794,2.21915,-0.649763,-0.363735,0.0259682,0.0471263
26,20,8.521,3.65,0.367,-0.20459,307.5,0.0504444,0.002384,0.04726,2.21915,-0.649763,-0.363735,0.0259682,0.0500751
26,21,8.521,3.65,0.367,-0.20459,322.5,0.0554742,0.00262116,0.04725,2.21915,-0.649763,-0.363735,0.0259682,0.0528395
26,22,8.521,3.65,0.367,-0.20459,337.5,0.0590787,0.00286473,0.04849,2.21915,-0.649763,-0.363735,0.0259682,0.0550232
26,23,8.521,3.65,0.367,-0.20459,352.5,0.0585231,0.00269909,0.04612,2.21915,-0.649763,-0.363735,0.0259682,0.056238
27,0,8.521,3.65,0.367,-0.26579,7.5,0.0564256,0.00296178,0.05249,2.21264,-0.678895,-0.317033,0.0234862,0.0550673
27,1,8.521,3.65,0.367,-0.26579,22.5,0.0517608,0.00281423,0.05437,2.21264,-0.678895,-0.317033,0.0234862,0.0528013
27,2,8.521,3.65,0.367,-0.26579,37.5,0.0518388,0.0029149,0.05623,2.21264,-0.678895,-0.317033,0.0234862,0.0490149
27,3,8.521,3.65,0.367,-0.26579,52.5,0.0426621,0.00235666,0.05524,2.21264,-0.678895,-0.317033,0.0234862,0.0446986
27,4,8.521,3.65,0.367,-0.26579,67.5,0.0417391,0.00213078,0.05105,2.21264,-0.678895,-0.317033,0.0234862,0.040612
27,5,8.521,3.65,0.367,-0.26579,82.5,0.0344657,0.00196833,0.05711,2.21264,-0.678895,-0.317033,0.0234862,0.0371417
27,6,8.521,3.65,0.367,-0.26579,97.5,0.0337001,0.00201392,0.05976,2.21264,-0.678895,-0.317033,0.0234862,0.0343897
27,7,8.521,3.65,0.367,-0.26579,112.5,0.0339562,0.00209951,0.06183,2.21264,-0.678895,-0.317033,0.0234862,0.0323092
27,8,8.521,3.65,0.367,-0.26579,127.5,0.0302919,0.001806,0.05962,2.21264,-0.678895,-0.317033,0.0234862,0.0308007
27,9,8.521,3.65,0.367,-0.26579,142.5,0.0267868,0.00170417,0.06362,2.21264,-0.678895,-0.317033,0.0234862,0.0297638
27,10,8.521,3.65,0.367,-0.26579,157.5,0.0249786,0.00172252,0.06896,2.21264,-0.678895,-0.317033,0.0234862,0.0291176
27,11,8.521,3.65,0.367,-0.26579,172.5,0.027454,0.00187786,0.0684,2.21264,-0.678895,-0.317033,0.0234862,0.028808
27,12,8.521,3.65,0.367,-0.26579,187.5,0.0310435,0.00210444,0.06779,2.21264,-0.678895,-0.317033,0.0234862,0.028808
27,13,8.521,3.65,0.367,-0.26579,202.5,0.0291608,0.00186163,0.06384,2.21264,-0.678895,-0.317033,0.0234862,0.0291176
27,14,8.521,3.65,0.367,-0.26579,217.5,0.0258994,0.00159799,0.0617,2.21264,-0.678895,-0.317033,0.0234862,0.0297638
27,15,8.521,3.65,0.367,-0.26579,232.5,0.0284,0.0018477,0.06506,2.21264,-0.678895,-0.317033,0.0234862,0.0308007
27,16,8.521,3.65,0.367,-0.26579,247.5,0.0348208,0.00216272,0.06211,2.21264,-0.678895,-0.317033,0.0234862,0.0323092
27,17,8.521,3.65,0.367,-0.26579,262.5,0.0329658,0.00186158,0.05647,2.21264,-0.678895,-0.317033,0.0234862,0.0343897
27,18,8.521,3.65,0.367,-0.26579,277.5,0.0360123,0.00204334,0.05674,2.21264,-0.678895,-0.317033,0.0234862,0.0371417
27,19,8.521,3.65,0.367,-0.26579,292.5,0.0418507,0.0021754,0.05198,2.21264,-0.678895,-0.317033,0.0234862,0.040612
27,20,8.521,3.65,0.367,-0.26579,307.5,0.0424077,0.00226711,0.05346,2.21264,-0.678895,-0.317033,0.0234862,0.0446986
27,21,8.521,3.65,0.367,-0.26579,322.5,0.0490095,0.00242058,0.04939,2.21264,-0.678895,-0.317033,0.0234862,0.0490149
27,22,8.521,3.65,0.367,-0.26579,337.5,0.0541816,0.00267007,0.04928,2.21264,-0.678895,-0.317033,0.0234862,0.0528013
27,23,8.521,3.65,0.367,-0.26579,352.5,0.0543729,0.00297474,0.05471,2.21264,-0.678895,-0.317033,0.0234862,0.0550673
28,0,8.521,3.67,0.369,-0.33034,7.5,0.0524604,0.00404995,0.0772,2.17883,-0.710575,-0.264995,0.020658,0.0493725
28,1,8.521,3.67,0.369,-0.33034,22.5,0.0447127,0.00368254,0.08236,2.17883,-0.710575,-0.264995,0.020658,0.0465193
28,2,8.521,3.67,0.369,-0.33034,37.5,0.0477676,0.00304041,0.06365,2.17883,-0.710575,-0.264995,0.020658,0.0420572
28,3,8.521,3.67,0.369,-0.33034,52.5,0.0377526,0.00224326,0.05942,2.17883,-0.710575,-0.264995,0.020658,0.0374023
28,4,8.521,3.67,0.369,-0.33034,67.5,0.0315399,0.00194917,0.0618,2.17883,-0.710575,-0.264995,0.020658,0.0333869
28,5,8.521,3.67,0.369,-0.33034,82.5,0.0308463,0.0019936,0.06463,2.17883,-0.710575,-0.264995,0.020658,0.0302594
28,6,8.521,3.67,0.369,-0.33034,97.5,0.0282419,0.0019244,0.06814,2.17883,-0.710575,-0.264995,0.020658,0.0279585
28,7,8.521,3.67,0.369,-0.33034,112.5,0.0240918,0.00169197,0.07023,2.17883,-0.710575,-0.264995,0.020658,0.0263243
28,8,8.521,3.67,0.369,-0.33034,127.5,0.0236187,0.00165898,0.07024,2.17883,-0.710575,-0.264995,0.020658,0.0251974
28,9,8.521,3.67,0.369,-0.33034,142.5,0.0251008,0.00187277,0.07461,2.17883,-0.710575,-0.264995,0.020658,0.0244519
28,10,8.521,3.67,0.369,-0.33034,157.5,0.0232407,0.00164614,0.07083,2.17883,-0.710575,-0.264995,0.020658,0.0239998
28,11,8.521,3.67,0.369,-0.33034,172.5,0.0271195,0.00203586,0.07507,2.17883,-0.710575,-0.264995,0.020658,0.0237867
28,12,8.521,3.67,0.369,-0.33034,187.5,0.023339,0.00171075,0.0733,2.17883,-0.710575,-0.264995,0.020658,0.0237867
28,13,8.521,3.67,0.369,-0.33034,202.5,0.0231314,0.00169646,0.07334,2.17883,-0.710575,-0.264995,0.020658,0.0239998
28,14,8.521,3.67,0.369,-0.33034,217.5,0.0233026,0.00174,0.07467,2.17883,-0.710575,-0.264995,0.020658,0.0244519
28,15,8.521,3.67,0.369,-0.33034,232.5,0.0254862,0.00180442,0.0708,2.17883,-0.710575,-0.264995,0.020658,0.0251974
28,16,8.521,3.67,0.369,-0.33034,247.5,0.0280759,0.00183925,0.06551,2.17883,-0.710575,-0.264995,0.020658,0.0263243
28,17,8.521,3.67,0.369,-0.33034,262.5,0.0274711,0.00182766,0.06653,2.17883,-0.710575,-0.264995,0.020658,0.0279585
28,18,8.521,3.67,0.369,-0.33034,277.5,0.0334472,0.00204028,0.061,2.17883,-0.710575,-0.264995,0.020658,0.0302594
28,19,8.521,3.67,0.369,-0.33034,292.5,0.0352545,0.00199928,0.05671,2.17883,-0.710575,-0.264995,0.020658,0.0333869
28,20,8.521,3.67,0.369,-0.33034,307.5,0.0388927,0.00213132,0.0548,2.17883,-0.710575,-0.264995,0.020658,0.0374023
28,21,8.521,3.67,0.369,-0.33034,322.5,0.0410292,0.0023719,0.05781,2.17883,-0.710575,-0.264995,0.020658,0.0420572
28,22,8.521,3.67,0.369,-0.33034,337.5,0.0464744,0.00312029,0.06714,2.17883,-0.710575,-0.264995,0.020658,0.0465193
28,23,8.521,3.67,0.369,-0.33034,352.5,0.0476785,0.00347815,0.07295,2.17883,-0.710575,-0.264995,0.020658,0.0493725
29,0,8.521,3.68,0.37,-0.39252,7.5,0.0455543,0.00621451,0.13642,2.15279,-0.734507,-0.213088,0.0178736,0.0440542
29,1,8.521,3.68,0.37,-0.39252,22.5,0.0399886,0.00502537,0.12567,2.15279,-0.734507,-0.213088,0.0178736,0.0407409
29,2,8.521,3.68,0.37,-0.39252,37.5,0.0376463,0.00383578,0.10189,2.15279,-0.734507,-0.213088,0.0178736,0.0358875
29,3,8.521,3.68,0.37,-0.39252,52.5,0.0268854,0.00203361,0.07564,2.15279,-0.734507,-0.213088,0.0178736,0.0312238
29,4,8.521,3.68,0.37,-0.39252,67.5,0.0286591,0.00203451,0.07099,2.15279,-0.734507,-0.213088,0.0178736,0.0275122
29,5,8.521,3.68,0.37,-0.39252,82.5,0.0215998,0.00163943,0.0759,2.15279,-0.734507,-0.213088,0.0178736,0.0248177
29,6,8.521,3.68,0.37,-0.39252,97.5,0.0239456,0.00184477,0.07704,2.15279,-0.734507,-0.213088,0.0178736,0.022948
29,7,8.521,3.68,0.37,-0.39252,112.5,0.0251894,0.00209677,0.08324,2.15279,-0.734507,-0.213088,0.0178736,0.0216812
29,8,8.521,3.68,0.37,-0.39252,127.5,0.0211551,0.00169071,0.07992,2.15279,-0.734507,-0.213088,0.0178736,0.0208398
29,9,8.521,3.68,0.37,-0.39252,142.5,0.019455,0.00174862,0.08988,2.15279,-0.734507,-0.213088,0.0178736,0.0202988
29,10,8.521,3.68,0.37,-0.39252,157.5,0.0217888,0.00183658,0.08429,2.15279,-0.734507,-0.213088,0.0178736,0.0199774
29,11,8.521,3.68,0.37,-0.39252,172.5,0.0205114,0.00173773,0.08472,2.15279,-0.734507,-0.213088,0.0178736,0.0198276
29,12,8.521,3.68,0.37,-0.39252,187.5,0.0199503,0.00172032,0.08623,2.15279,-0.734507,-0.213088,0.0178736,0.0198276
29,13,8.521,3.68,0.37,-0.39252,202.5,0.0220596,0.00186051,0.08434,2.15279,-0.734507,-0.213088,0.0178736,0.0199774
29,14,8.521,3.68,0.37,-0.39252,217.5,0.0202745,0.00163372,0.08058,2.15279,-0.734507,-0.213088,0.0178736,0.0202988
29,15,8.521,3.68,0.37,-0.39252,232.5,0.0191548,0.00159713,0.08338,2.15279,-0.734507,-0.213088,0.0178736,0.0208398
29,16,8.521,3.68,0.37,-0.39252,247.5,0.0239252,0.00203221,0.08494,2.15279,-0.734507,-0.213088,0.0178736,0.0216812
29,17,8.521,3.68,0.37,-0.39252,262.5,0.022565,0.00161204,0.07144,2.15279,-0.734507,-0.213088,0.0178736,0.022948
29,18,8.521,3.68,0.37,-0.39252,277.5,0.0254242,0.00196529,0.0773,2.15279,-0.734507,-0.213088,0.0178736,0.0248177
29,19,8.521,3.68,0.37,-0.39252,292.5,0.0305951,0.00202601,0.06622,2.15279,-0.734507,-0.213088,0.0178736,0.0275122
29,20,8.521,3.68,0.37,-0.39252,307.5,0.0329562,0.00221498,0.06721,2.15279,-0.734507,-0.213088,0.0178736,0.0312238
29,21,8.521,3.68,0.37,-0.39252,322.5,0.0308122,0.00270624,0.08783,2.15279,-0.734507,-0.213088,0.0178736,0.0358875
29,22,8.521,3.68,0.37,-0.39252,337.5,0.0462356,0.00462171,0.09996,2.15279,-0.734507,-0.213088,0.0178736,0.0407409
29,23,8.521,3.68,0.37,-0.39252,352.5,0.0495207,0.00649761,0.13121,2.15279,-0.734507,-0.213088,0.0178736,0.0440542
30,0,8.521,3.68,0.37,-0.48052,7.5,0.0422788,0.0146729,0.34705,2.12616,-0.759924,-0.136861,0.0138127,0.0374288
30,1,8.521,3.68,0.37,-0.48052,22.5,0.0467121,0.0136367,0.29193,2.12616,-0.759924,-0.136861,0.0138127,0.0334559
30,2,8.521,3.68,0.37,-0.48052,37.5,0.0291715,0.0042249,0.14483,2.12616,-0.759924,-0.136861,0.0138127,0.0281931
30,3,8.521,3.68,0.37,-0.48052,52.5,0.0246633,0.00206703,0.08381,2.12616,-0.759924,-0.136861,0.0138127,0.0236947
30,4,8.521,3.68,0.37,-0.48052,67.5,0.0193447,0.0014112,0.07295,2.12616,-0.759924,-0.136861,0.0138127,0.0204751
30,5,8.521,3.68,0.37,-0.48052,82.5,0.0176443,0.00132015,0.07482,2.12616,-0.759924,-0.136861,0.0138127,0.0183331
30,6,8.521,3.68,0.37,-0.48052,97.5,0.0183336,0.00142195,0.07756,2.12616,-0.759924,-0.136861,0.0138127,0.016947
30,7,8.521,3.68,0.37,-0.48052,112.5,0.0161158,0.00122367,0.07593,2.12616,-0.759924,-0.136861,0.0138127,0.0160586
30,8,8.521,3.68,0.37,-0.48052,127.5,0.0159851,0.00117523,0.07352,2.12616,-0.759924,-0.136861,0.0138127,0.0154938
30,9,8.521,3.68,0.37,-0.48052,142.5,0.0140564,0.00103581,0.07369,2.12616,-0.759924,-0.136861,0.0138127,0.0151427
30,10,8.521,3.68,0.37,-0.48052,157.5,0.0162068,0.0012865,0.07938,2.12616,-0.759924,-0.136861,0.0138127,0.014939
30,11,8.521,3.68,0.37,-0.48052,172.5,0.015605,0.00131612,0.08434,2.12616,-0.759924,-0.136861,0.0138127,0.0148455
30,12,8.521,3.68,0.37,-0.48052,187.5,0.0137863,0.001057,0.07667,2.12616,-0.759924,-0.136861,0.0138127,0.0148455
30,13,8.521,3.68,0.37,-0.48052,202.5,0.0137381,0.000987359,0.07187,2.12616,-0.759924,-0.136861,0.0138127,0.014939
30,14,8.521,3.68,0.37,-0.48052,217.5,0.0166322,0.00124874,0.07508,2.12616,-0.759924,-0.136861,0.0138127,0.0151427
30,15,8.521,3.68,0.37,-0.48052,232.5,0.0159358,0.00114387,0.07178,2.12616,-0.759924,-0.136861,0.0138127,0.0154938
30,16,8.521,3.68,0.37,-0.48052,247.5,0.0147,0.0010415,0.07085,2.12616,-0.759924,-0.136861,0.0138127,0.0160586
30,17,8.521,3.68,0.37,-0.48052,262.5,0.0162017,0.00112878,0.06967,2.12616,-0.759924,-0.136861,0.0138127,0.016947
30,18,8.521,3.68,0.37,-0.48052,277.5,0.0178183,0.00126528,0.07101,2.12616,-0.759924,-0.136861,0.0138127,0.0183331
30,19,8.521,3.68,0.37,-0.48052,292.5,0.0195039,0.00133738,0.06857,2.12616,-0.759924,-0.136861,0.0138127,0.0204751
30,20,8.521,3.68,0.37,-0.48052,307.5,0.0224217,0.00172894,0.07711,2.12616,-0.759924,-0.136861,0.0138127,0.0236947
30,21,8.521,3.68,0.37,-0.48052,322.5,0.0286542,0.00305741,0.1067,2.12616,-0.759924,-0.136861,0.0138127,0.0281931
30,22,8.521,3.68,0.37,-0.48052,337.5,0.0279935,0.00813098,0.29046,2.12616,-0.759924,-0.136861,0.0138127,0.0334559
30,23,8.521,3.68,0.37,-0.48052,352.5,0.00474136,0.00252956,0.53351,2.12616,-0.759924,-0.136861,0.0138127,0.0374288
31,0,10.591,4.53,0.369,-0.20942,7.5,0.0409664,0.00213844,0.0522,2.19833,-0.658549,-0.359582,0.0256759,0.0422983
31,1,10.591,4.53,0.369,-0.20942,22.5,0.0410757,0.00219344,0.0534,2.19833,-0.658549,-0.359582,0.0256759,0.0417031
31,2,10.591,4.53,0.369,-0.20942,37.5,0.0425004,0.00228185,0.05369,2.19833,-0.658549,-0.359582,0.0256759,0.0406227
31,3,10.591,4.53,0.369,-0.20942,52.5,0.0398174,0.00213501,0.05362,2.19833,-0.658549,-0.359582,0.0256759,0.0392349
31,4,10.591,4.53,0.369,-0.20942,67.5,0.0386543,0.00214299,0.05544,2.19833,-0.658549,-0.359582,0.0256759,0.0377286
31,5,10.591,4.53,0.369,-0.20942,82.5,0.0349766,0.00190028,0.05433,2.19833,-0.658549,-0.359582,0.0256759,0.0362601
31,6,10.591,4.53,0.369,-0.20942,97.5,0.0376987,0.00230792,0.06122,2.19833,-0.658549,-0.359582,0.0256759,0.0349357
31,7,10.591,4.53,0.369,-0.20942,112.5,0.0335834,0.00196732,0.05858,2.19833,-0.658549,-0.359582,0.0256759,0.0338145
31,8,10.591,4.53,0.369,-0.20942,127.5,0.0303117,0.00177596,0.05859,2.19833,-0.658549,-0.359582,0.0256759,0.0329213
31,9,10.591,4.53,0.369,-0.20942,142.5,0.0311959,0.00189047,0.0606,2.19833,-0.658549,-0.359582,0.0256759,0.0322602
31,10,10.591,4.53,0.369,-0.20942,157.5,0.0280267,0.00174662,0.06232,2.19833,-0.658549,-0.359582,0.0256759,0.0318256
31,11,10.591,4.53,0.369,-0.20942,172.5,0.0272343,0.00176097,0.06466,2.19833,-0.658549,-0.359582,0.0256759,0.0316107
31,12,10.591,4.53,0.369,-0.20942,187.5,0.0330346,0.0020868,0.06317,2.19833,-0.658549,-0.359582,0.0256759,0.0316107
31,13,10.591,4.53,0.369,-0.20942,202.5,0.0308549,0.00189449,0.0614,2.19833,-0.658549,-0.359582,0.0256759,0.0318256
31,14,10.591,4.53,0.369,-0.20942,217.5,0.0332525,0.00203638,0.06124,2.19833,-0.658549,-0.359582,0.0256759,0.0322602
31,15,10.591,4.53,0.369,-0.20942,232.5,0.0354876,0.00216226,0.06093,2.19833,-0.658549,-0.359582,0.0256759,0.0329213
31,16,10.591,4.53,0.369,-0.20942,247.5,0.033569,0.00198057,0.059,2.19833,-0.658549,-0.359582,0.0256759,0.0338145
31,17,10.591,4.53,0.369,-0.20942,262.5,0.0333067,0.0019188,0.05761,2.19833,-0.658549,-0.359582,0.0256759,0.0349357
31,18,10.591,4.53,0.369,-0.20942,277.5,0.0330605,0.00186131,0.0563,2.19833,-0.658549,-0.359582,0.0256759,0.0362601
31,19,10.591,4.53,0.369,-0.20942,292.5,0.0416507,0.00222373,0.05339,2.19833,-0.658549,-0.359582,0.0256759,0.0377286
31,20,10.591,4.53,0.369,-0.20942,307.5,0.0388666,0.00206032,0.05301,2.19833,-0.658549,-0.359582,0.0256759,0.0392349
31,21,10.591,4.53,0.369,-0.20942,322.5,0.042396,0.00217449,0.05129,2.19833,-0.658549,-0.359582,0.0256759,0.0406227
31,22,10.591,4.53,0.369,-0.20942,337.5,0.0423799,0.00211476,0.0499,2.19833,-0.658549,-0.359582,0.0256759,0.0417031
31,23,10.591,4.53,0.369,-0.20942,352.5,0.0434482,0.00225149,0.05182,2.19833,-0.658549,-0.359582,0.0256759,0.0422983
32,0,10.591,4.55,0.37,-0.27194,7.5,0.0412717,0.00250767,0.06076,2.18195,-0.690181,-0.311367,0.0230819,0.0396151
32,1,10.591,4.55,0.37,-0.27194,22.5,0.0370276,0.00233237,0.06299,2.18195,-0.690181,-0.311367,0.0230819,0.0385855
32,2,10.591,4.55,0.37,-0.27194,37.5,0.0325018,0.00208337,0.0641,2.18195,-0.690181,-0.311367,0.0230819,0.0368257
32,3,10.591,4.55,0.37,-0.27194,52.5,0.0367596,0.00229711,0.06249,2.18195,-0.690181,-0.311367,0.0230819,0.0347553
32,4,10.591,4.55,0.37,-0.27194,67.5,0.0330311,0.00204165,0.06181,2.18195,-0.690181,-0.311367,0.0230819,0.032726
32,5,10.591,4.55,0.37,-0.27194,82.5,0.0329218,0.00211654,0.06429,2.18195,-0.690181,-0.311367,0.0230819,0.0309441
32,6,10.591,4.55,0.37,-0.27194,97.5,0.0280607,0.00190476,0.06788,2.18195,-0.690181,-0.311367,0.0230819,0.0294883
32,7,10.591,4.55,0.37,-0.27194,112.5,0.0292116,0.00200275,0.06856,2.18195,-0.690181,-0.311367,0.0230819,0.0283595
32,8,10.591,4.55,0.37,-0.27194,127.5,0.0274561,0.00185054,0.0674,2.18195,-0.690181,-0.311367,0.0230819,0.0275243
32,9,10.591,4.55,0.37,-0.27194,142.5,0.0249627,0.00169721,0.06799,2.18195,-0.690181,-0.311367,0.0230819,0.026941
32,10,10.591,4.55,0.37,-0.27194,157.5,0.0281727,0.00192025,0.06816,2.18195,-0.690181,-0.311367,0.0230819,0.0265735
32,11,10.591,4.55,0.37,-0.27194,172.5,0.0254431,0.00181842,0.07147,2.18195,-0.690181,-0.311367,0.0230819,0.0263963
32,12,10.591,4.55,0.37,-0.27194,187.5,0.0265697,0.00184022,0.06926,2.18195,-0.690181,-0.311367,0.0230819,0.0263963
32,13,10.591,4.55,0.37,-0.27194,202.5,0.0290186,0.0021822,0.0752,2.18195,-0.690181,-0.311367,0.0230819,0.0265735
32,14,10.591,4.55,0.37,-0.27194,217.5,0.0293014,0.0019128,0.06528,2.18195,-0.690181,-0.311367,0.0230819,0.026941
32,15,10.591,4.55,0.37,-0.27194,232.5,0.0303344,0.00218014,0.07187,2.18195,-0.690181,-0.311367,0.0230819,0.0275243
32,16,10.591,4.55,0.37,-0.27194,247.5,0.0282931,0.00200994,0.07104,2.18195,-0.690181,-0.311367,0.0230819,0.0283595
32,17,10.591,4.55,0.37,-0.27194,262.5,0.0296614,0.00198287,0.06685,2.18195,-0.690181,-0.311367,0.0230819,0.0294883
32,18,10.591,4.55,0.37,-0.27194,277.5,0.0286494,0.00182124,0.06357,2.18195,-0.690181,-0.311367,0.0230819,0.0309441
32,19,10.591,4.55,0.37,-0.27194,292.5,0.0325261,0.00183447,0.0564,2.18195,-0.690181,-0.311367,0.0230819,0.032726
32,20,10.591,4.55,0.37,-0.27194,307.5,0.0339532,0.00196216,0.05779,2.18195,-0.690181,-0.311367,0.0230819,0.0347553
32,21,10.591,4.55,0.37,-0.27194,322.5,0.0361262,0.00200934,0.05562,2.18195,-0.690181,-0.311367,0.0230819,0.0368257
32,22,10.591,4.55,0.37,-0.27194,337.5,0.0410388,0.00245658,0.05986,2.18195,-0.690181,-0.311367,0.0230819,0.0385855
32,23,10.591,4.55,0.37,-0.27194,352.5,0.0348561,0.0021921,0.06289,2.18195,-0.690181,-0.311367,0.0230819,0.0396151
33,0,10.591,4.57,0.372,-0.33557,7.5,0.037054,0.00371059,0.10014,2.1511,-0.720376,-0.259856,0.0202917,0.0349478
33,1,10.591,4.57,0.372,-0.33557,22.5,0.0317297,0.00291342,0.09182,2.1511,-0.720376,-0.259856,0.0202917,0.0337141
33,2,10.591,4.57,0.372,-0.33557,37.5,0.0332114,0.00275455,0.08294,2.1511,-0.720376,-0.259856,0.0202917,0.0317116
33,3,10.591,4.57,0.372,-0.33557,52.5,0.0284404,0.00211796,0.07447,2.1511,-0.720376,-0.259856,0.0202917,0.0295178
33,4,10.591,4.57,0.372,-0.33557,67.5,0.0261785,0.00184794,0.07059,2.1511,-0.720376,-0.259856,0.0202917,0.0275283
33,5,10.591,4.57,0.372,-0.33557,82.5,0.0278405,0.00202623,0.07278,2.1511,-0.720376,-0.259856,0.0202917,0.025907
33,6,10.591,4.57,0.372,-0.33557,97.5,0.0272715,0.0022199,0.0814,2.1511,-0.720376,-0.259856,0.0202917,0.0246676
33,7,10.591,4.57,0.372,-0.33557,112.5,0.0231993,0.0018404,0.07933,2.1511,-0.720376,-0.259856,0.0202917,0.0237595
33,8,10.591,4.57,0.372,-0.33557,127.5,0.021323,0.0016069,0.07536,2.1511,-0.720376,-0.259856,0.0202917,0.0231178
33,9,10.591,4.57,0.372,-0.33557,142.5,0.0227461,0.00171142,0.07524,2.1511,-0.720376,-0.259856,0.0202917,0.0226855
33,10,10.591,4.57,0.372,-0.33557,157.5,0.0230527,0.00198899,0.08628,2.1511,-0.720376,-0.259856,0.0202917,0.0224199
33,11,10.591,4.57,0.372,-0.33557,172.5,0.0197604,0.00161264,0.08161,2.1511,-0.720376,-0.259856,0.0202917,0.0222937
33,12,10.591,4.57,0.372,-0.33557,187.5,0.0215281,0.00181869,0.08448,2.1511,-0.720376,-0.259856,0.0202917,0.0222937
33,13,10.591,4.57,0.372,-0.33557,202.5,0.0213895,0.00181875,0.08503,2.1511,-0.720376,-0.259856,0.0202917,0.0224199
33,14,10.591,4.57,0.372,-0.33557,217.5,0.0212707,0.00171038,0.08041,2.1511,-0.720376,-0.259856,0.0202917,0.0226855
33,15,10.591,4.57,0.372,-0.33557,232.5,0.0254518,0.00193103,0.07587,2.1511,-0.720376,-0.259856,0.0202917,0.0231178
