set,index,k,QQ,xB,t,phi,F,errF,varF,ReH,ReE,ReHtilde,dvcs,F_true
95,8,5.75,1.63,0.185,-0.45,172.47,0.0785136,0.0132013,0.16814,2.65406,-0.597132,-0.398849,0.0592525,0.075218
95,9,5.75,1.63,0.185,-0.45,187.53,0.059812,0.0163125,0.27273,2.65406,-0.597132,-0.398849,0.0592525,0.075218
95,10,5.75,1.63,0.185,-0.45,202.61,0.0877693,0.0175214,0.19963,2.65406,-0.597132,-0.398849,0.0592525,0.0766986
95,11,5.75,1.63,0.185,-0.45,217.68,0.0747253,0.0122669,0.16416,2.65406,-0.597132,-0.398849,0.0592525,0.0799955
95,12,5.75,1.63,0.185,-0.45,232.76,0.0775691,0.0138112,0.17805,2.65406,-0.597132,-0.398849,0.0592525,0.0859167
95,13,5.75,1.63,0.185,-0.45,247.84,0.0700697,0.0110605,0.15785,2.65406,-0.597132,-0.398849,0.0592525,0.096069
95,14,5.75,1.63,0.185,-0.45,262.92,0.0917775,0.0132031,0.14386,2.65406,-0.597132,-0.398849,0.0592525,0.113641
95,15,5.75,1.63,0.185,-0.45,278.02,0.162869,0.0188586,0.11579,2.65406,-0.597132,-0.398849,0.0592525,0.145324
95,16,5.75,1.63,0.185,-0.45,293.14,0.233975,0.0295066,0.12611,2.65406,-0.597132,-0.398849,0.0592525,0.206351
95,17,5.75,1.63,0.185,-0.45,308.06,0.334552,0.0394337,0.11787,2.65406,-0.597132,-0.398849,0.0592525,0.333862
96,0,5.75,1.64,0.214,-0.11,7.48,2.06289,0.177181,0.08589,3.04449,-0.323032,-0.549108,0.0590417,2.30877
96,1,5.75,1.64,0.214,-0.11,22.34,2.21994,0.206077,0.09283,3.04449,-0.323032,-0.549108,0.0590417,2.04465
96,2,5.75,1.64,0.214,-0.11,37.19,1.72937,0.158548,0.09168,3.04449,-0.323032,-0.549108,0.0590417,1.65377
96,3,5.75,1.64,0.214,-0.11,52.16,1.27247,0.124041,0.09748,3.04449,-0.323032,-0.549108,0.0590417,1.26784
96,4,5.75,1.64,0.214,-0.11,67.15,0.965598,0.124832,0.12928,3.04449,-0.323032,-0.549108,0.0590417,0.95299
96,5,5.75,1.64,0.214,-0.11,82.16,0.512118,0.0667495,0.13034,3.04449,-0.323032,-0.549108,0.0590417,0.717913
96,6,5.75,1.64,0.214,-0.11,97.19,0.600344,0.0657797,0.10957,3.04449,-0.323032,-0.549108,0.0590417,0.549792
96,7,5.75,1.64,0.214,-0.11,112.23,0.434877,0.063666,0.1464,3.04449,-0.323032,-0.549108,0.0590417,0.432438
96,8,5.75,1.64,0.214,-0.11,127.27,0.512862,0.0869147,0.16947,3.04449,-0.323032,-0.549108,0.0590417,0.352279
96,9,5.75,1.64,0.214,-0.11,142.33,0.364488,0.0531606,0.14585,3.04449,-0.323032,-0.549108,0.0590417,0.299396
96,10,5.75,1.64,0.214,-0.11,157.39,0.276735,0.0473411,0.17107,3.04449,-0.323032,-0.549108,0.0590417,0.267362
96,11,5.75,1.64,0.214,-0.11,172.46,0.235476,0.0429249,0.18229,3.04449,-0.323032,-0.549108,0.0590417,0.252245
96,12,5.75,1.64,0.214,-0.11,187.54,0.219272,0.0534168,0.24361,3.04449,-0.323032,-0.549108,0.0590417,0.252245
96,13,5.75,1.64,0.214,-0.11,202.61,0.265369,0.0423821,0.15971,3.04449,-0.323032,-0.549108,0.0590417,0.267362
96,14,5.75,1.64,0.214,-0.11,217.67,0.372958,0.0483838,0.12973,3.04449,-0.323032,-0.549108,0.0590417,0.299396
96,15,5.75,1.64,0.214,-0.11,232.73,0.302911,0.0674855,0.22279,3.04449,-0.323032,-0.549108,0.0590417,0.352279
96,16,5.75,1.64,0.214,-0.11,247.77,0.394665,0.0687823,0.17428,3.04449,-0.323032,-0.549108,0.0590417,0.432438
96,17,5.75,1.64,0.214,-0.11,262.81,0.47135,0.0518202,0.10994,3.04449,-0.323032,-0.549108,0.0590417,0.549792
96,18,5.75,1.64,0.214,-0.11,277.84,0.6305,0.0815552,0.12935,3.04449,-0.323032,-0.549108,0.0590417,0.717913
96,19,5.75,1.64,0.214,-0.11,292.85,0.929383,0.107595,0.11577,3.04449,-0.323032,-0.549108,0.0590417,0.95299
96,20,5.75,1.64,0.214,-0.11,307.84,1.59483,0.21881,0.1372,3.04449,-0.323032,-0.549108,0.0590417,1.26784
96,21,5.75,1.64,0.214,-0.11,322.81,1.84033,0.14684,0.07979,3.04449,-0.323032,-0.549108,0.0590417,1.65377
96,22,5.75,1.64,0.214,-0.11,337.66,1.86539,0.154641,0.0829,3.04449,-0.323032,-0.549108,0.0590417,2.04465
96,23,5.75,1.64,0.214,-0.11,352.52,2.24618,0.196227,0.08736,3.04449,-0.323032,-0.549108,0.0590417,2.30877
97,0,5.75,1.64,0.214,-0.15,7.71,2.70446,0.226282,0.08367,3.09214,-0.366447,-0.526932,0.0578365,2.36241
97,1,5.75,1.64,0.214,-0.15,22.63,1.92592,0.19864,0.10314,3.09214,-0.366447,-0.526932,0.0578365,1.94539
97,2,5.75,1.64,0.214,-0.15,37.13,1.34598,0.108284,0.08045,3.09214,-0.366447,-0.526932,0.0578365,1.43793
97,3,5.75,1.64,0.214,-0.15,52.04,1.01271,0.0904651,0.08933,3.09214,-0.366447,-0.526932,0.0578365,1.0091
97,4,5.75,1.64,0.214,-0.15,67.07,0.781023,0.0835694,0.107,3.09214,-0.366447,-0.526932,0.0578365,0.706883
97,5,5.75,1.64,0.214,-0.15,82.1,0.468439,0.0660031,0.1409,3.09214,-0.366447,-0.526932,0.0578365,0.507277
97,6,5.75,1.64,0.214,-0.15,97.15,0.444418,0.0573699,0.12909,3.09214,-0.366447,-0.526932,0.0578365,0.377097
97,7,5.75,1.64,0.214,-0.15,112.2,0.361323,0.0437309,0.12103,3.09214,-0.366447,-0.526932,0.0578365,0.292399
97,8,5.75,1.64,0.214,-0.15,127.26,0.233775,0.0418644,0.17908,3.09214,-0.366447,-0.526932,0.0578365,0.23746
97,9,5.75,1.64,0.214,-0.15,142.32,0.181642,0.0261601,0.14402,3.09214,-0.366447,-0.526932,0.0578365,0.202624
97,10,5.75,1.64,0.214,-0.15,157.39,0.197956,0.0394506,0.19929,3.09214,-0.366447,-0.526932,0.0578365,0.182054
97,11,5.75,1.64,0.214,-0.15,172.46,0.144752,0.0241243,0.16666,3.09214,-0.366447,-0.526932,0.0578365,0.172503
97,12,5.75,1.64,0.214,-0.15,187.54,0.248574,0.0717659,0.28871,3.09214,-0.366447,-0.526932,0.0578365,0.172503
97,13,5.75,1.64,0.214,-0.15,202.61,0.221508,0.032925,0.14864,3.09214,-0.366447,-0.526932,0.0578365,0.182054
97,14,5.75,1.64,0.214,-0.15,217.68,0.176811,0.0378251,0.21393,3.09214,-0.366447,-0.526932,0.0578365,0.202624
97,15,5.75,1.64,0.214,-0.15,232.74,0.199917,0.048058,0.24039,3.09214,-0.366447,-0.526932,0.0578365,0.23746
97,16,5.75,1.64,0.214,-0.15,247.8,0.279074,0.0382331,0.137,3.09214,-0.366447,-0.526932,0.0578365,0.292399
97,17,5.75,1.64,0.214,-0.15,262.85,0.35923,0.0546354,0.15209,3.09214,-0.366447,-0.526932,0.0578365,0.377097
97,18,5.75,1.64,0.214,-0.15,277.9,0.386602,0.0402104,0.10401,3.09214,-0.366447,-0.526932,0.0578365,0.507277
97,19,5.75,1.64,0.214,-0.15,292.93,0.914518,0.106432,0.11638,3.09214,-0.366447,-0.526932,0.0578365,0.706883
97,20,5.75,1.64,0.214,-0.15,307.96,0.84454,0.0886683,0.10499,3.09214,-0.366447,-0.526932,0.0578365,1.0091
97,21,5.75,1.64,0.214,-0.15,322.87,1.44009,0.122451,0.08503,3.09214,-0.366447,-0.526932,0.0578365,1.43793
97,22,5.75,1.64,0.214,-0.15,337.37,1.84318,0.152984,0.083,3.09214,-0.366447,-0.526932,0.0578365,1.94539
97,23,5.75,1.64,0.214,-0.15,352.29,1.77901,0.158225,0.08894,3.09214,-0.366447,-0.526932,0.0578365,2.36241
98,0,5.75,1.64,0.214,-0.2,8.26,2.62225,0.293194,0.11181,3.11128,-0.41507,-0.49823,0.0562859,2.44132
98,1,5.75,1.64,0.214,-0.2,23.48,1.8621,0.205111,0.11015,3.11128,-0.41507,-0.49823,0.0562859,1.76794
98,2,5.75,1.64,0.214,-0.2,37.27,1.20648,0.103214,0.08555,3.11128,-0.41507,-0.49823,0.0562859,1.17502
98,3,5.75,1.64,0.214,-0.2,51.94,0.760844,0.0679053,0.08925,3.11128,-0.41507,-0.49823,0.0562859,0.752843
98,4,5.75,1.64,0.214,-0.2,66.99,0.345045,0.0486824,0.14109,3.11128,-0.41507,-0.49823,0.0562859,0.493932
98,5,5.75,1.64,0.214,-0.2,82.05,0.236136,0.0382658,0.16205,3.11128,-0.41507,-0.49823,0.0562859,0.341212
98,6,5.75,1.64,0.214,-0.2,97.12,0.26992,0.0409226,0.15161,3.11128,-0.41507,-0.49823,0.0562859,0.249443
98,7,5.75,1.64,0.214,-0.2,112.18,0.195566,0.0269509,0.13781,3.11128,-0.41507,-0.49823,0.0562859,0.193216
98,8,5.75,1.64,0.214,-0.2,127.25,0.20066,0.0369033,0.18391,3.11128,-0.41507,-0.49823,0.0562859,0.15832
98,9,5.75,1.64,0.214,-0.2,142.32,0.145453,0.0404389,0.27802,3.11128,-0.41507,-0.49823,0.0562859,0.136899
98,10,5.75,1.64,0.214,-0.2,157.39,0.0738223,0.015778,0.21373,3.11128,-0.41507,-0.49823,0.0562859,0.12454
98,11,5.75,1.64,0.214,-0.2,172.46,0.130784,0.0256572,0.19618,3.11128,-0.41507,-0.49823,0.0562859,0.118877
98,12,5.75,1.64,0.214,-0.2,187.54,0.087853,0.0217296,0.24734,3.11128,-0.41507,-0.49823,0.0562859,0.118877
98,13,5.75,1.64,0.214,-0.2,202.61,0.0724825,0.0198588,0.27398,3.11128,-0.41507,-0.49823,0.0562859,0.12454
98,14,5.75,1.64,0.214,-0.2,217.68,0.119857,0.0202882,0.16927,3.11128,-0.41507,-0.49823,0.0562859,0.136899
98,15,5.75,1.64,0.214,-0.2,232.75,0.161516,0.0286029,0.17709,3.11128,-0.41507,-0.49823,0.0562859,0.15832
98,16,5.75,1.64,0.214,-0.2,247.82,0.191925,0.031324,0.16321,3.11128,-0.41507,-0.49823,0.0562859,0.193216
98,17,5.75,1.64,0.214,-0.2,262.88,0.306381,0.0476913,0.15566,3.11128,-0.41507,-0.49823,0.0562859,0.249443
98,18,5.75,1.64,0.214,-0.2,277.95,0.323416,0.0399839,0.12363,3.11128,-0.41507,-0.49823,0.0562859,0.341212
98,19,5.75,1.64,0.214,-0.2,293.01,0.390158,0.0651876,0.16708,3.11128,-0.41507,-0.49823,0.0562859,0.493932
98,20,5.75,1.64,0.214,-0.2,308.06,0.528057,0.072914,0.13808,3.11128,-0.41507,-0.49823,0.0562859,0.752843
98,21,5.75,1.64,0.214,-0.2,322.73,1.32758,0.118633,0.08936,3.11128,-0.41507,-0.49823,0.0562859,1.17502
98,22,5.75,1.64,0.214,-0.2,336.52,1.50072,0.159451,0.10625,3.11128,-0.41507,-0.49823,0.0562859,1.76794
98,23,5.75,1.64,0.214,-0.2,351.74,2.55915,0.25914,0.10126,3.11128,-0.41507,-0.49823,0.0562859,2.44132
99,0,5.75,1.64,0.214,-0.26,25.19,1.59052,0.188683,0.11863,3.07239,-0.466188,-0.462369,0.0543584,1.49978
99,1,5.75,1.64,0.214,-0.26,37.58,1.02105,0.0795705,0.07793,3.07239,-0.466188,-0.462369,0.0543584,0.911135
99,2,5.75,1.64,0.214,-0.26,51.84,0.489694,0.0441509,0.09016,3.07239,-0.466188,-0.462369,0.0543584,0.539172
99,3,5.75,1.64,0.214,-0.26,66.93,0.29916,0.0458852,0.15338,3.07239,-0.466188,-0.462369,0.0543584,0.335511
99,4,5.75,1.64,0.214,-0.26,82.01,0.226535,0.0307906,0.13592,3.07239,-0.466188,-0.462369,0.0543584,0.227038
99,5,5.75,1.64,0.214,-0.26,97.09,0.156549,0.025253,0.16131,3.07239,-0.466188,-0.462369,0.0543584,0.166223
99,6,5.75,1.64,0.214,-0.26,112.16,0.100669,0.0171127,0.16999,3.07239,-0.466188,-0.462369,0.0543584,0.130782
99,7,5.75,1.64,0.214,-0.26,127.24,0.0882114,0.0196156,0.22237,3.07239,-0.466188,-0.462369,0.0543584,0.109602
99,8,5.75,1.64,0.214,-0.26,142.31,0.121802,0.0280694,0.23045,3.07239,-0.466188,-0.462369,0.0543584,0.0969715
99,9,5.75,1.64,0.214,-0.26,157.39,0.10327,0.0209658,0.20302,3.07239,-0.466188,-0.462369,0.0543584,0.0898233
99,10,5.75,1.64,0.214,-0.26,172.46,0.0824261,0.0187808,0.22785,3.07239,-0.466188,-0.462369,0.0543584,0.0865892
99,11,5.75,1.64,0.214,-0.26,187.54,0.0775102,0.0245769,0.31708,3.07239,-0.466188,-0.462369,0.0543584,0.0865892
99,12,5.75,1.64,0.214,-0.26,202.61,0.129704,0.0368034,0.28375,3.07239,-0.466188,-0.462369,0.0543584,0.0898233
99,13,5.75,1.64,0.214,-0.26,217.69,0.0810982,0.0146512,0.18066,3.07239,-0.466188,-0.462369,0.0543584,0.0969715
99,14,5.75,1.64,0.214,-0.26,232.76,0.120905,0.0281575,0.23289,3.07239,-0.466188,-0.462369,0.0543584,0.109602
99,15,5.75,1.64,0.214,-0.26,247.84,0.112719,0.0202962,0.18006,3.07239,-0.466188,-0.462369,0.0543584,0.130782
99,16,5.75,1.64,0.214,-0.26,262.91,0.178698,0.0242904,0.13593,3.07239,-0.466188,-0.462369,0.0543584,0.166223
99,17,5.75,1.64,0.214,-0.26,277.99,0.230781,0.0280215,0.12142,3.07239,-0.466188,-0.462369,0.0543584,0.227038
99,18,5.75,1.64,0.214,-0.26,293.07,0.375615,0.0581828,0.1549,3.07239,-0.466188,-0.462369,0.0543584,0.335511
99,19,5.75,1.64,0.214,-0.26,308.16,0.46016,0.0523478,0.11376,3.07239,-0.466188,-0.462369,0.0543584,0.539172
99,20,5.75,1.64,0.214,-0.26,322.42,0.970066,0.0898378,0.09261,3.07239,-0.466188,-0.462369,0.0543584,0.911135
99,21,5.75,1.64,0.214,-0.26,334.81,1.52121,0.242663,0.15952,3.07239,-0.466188,-0.462369,0.0543584,1.49978
100,0,5.75,1.64,0.214,-0.34,37.97,0.685352,0.0557192,0.0813,2.93008,-0.523976,-0.412215,0.0516708,0.643052
100,1,5.75,1.64,0.214,-0.34,51.74,0.427852,0.0387762,0.09063,2.93008,-0.523976,-0.412215,0.0516708,0.35757
100,2,5.75,1.64,0.214,-0.34,66.87,0.230583,0.0288344,0.12505,2.93008,-0.523976,-0.412215,0.0516708,0.215269
100,3,5.75,1.64,0.214,-0.34,81.97,0.129281,0.0203049,0.15706,2.93008,-0.523976,-0.412215,0.0516708,0.146279
100,4,5.75,1.64,0.214,-0.34,97.06,0.100043,0.0152276,0.15221,2.93008,-0.523976,-0.412215,0.0516708,0.109986
100,5,5.75,1.64,0.214,-0.34,112.15,0.0854758,0.0122871,0.14375,2.93008,-0.523976,-0.412215,0.0516708,0.0898039
100,6,5.75,1.64,0.214,-0.34,127.23,0.076839,0.0172918,0.22504,2.93008,-0.523976,-0.412215,0.0516708,0.0781969
100,7,5.75,1.64,0.214,-0.34,142.31,0.0376121,0.0136231,0.3622,2.93008,-0.523976,-0.412215,0.0516708,0.0714661
100,8,5.75,1.64,0.214,-0.34,157.38,0.0621973,0.0263518,0.42368,2.93008,-0.523976,-0.412215,0.0516708,0.0677397
100,9,5.75,1.64,0.214,-0.34,172.46,0.0617264,0.0421462,0.68279,2.93008,-0.523976,-0.412215,0.0516708,0.0660725
100,10,5.75,1.64,0.214,-0.34,202.62,0.0744859,0.0244641,0.32844,2.93008,-0.523976,-0.412215,0.0516708,0.0677397
100,11,5.75,1.64,0.214,-0.34,217.69,0.0798878,0.0238553,0.29861,2.93008,-0.523976,-0.412215,0.0516708,0.0714661
100,12,5.75,1.64,0.214,-0.34,232.77,0.075997,0.0237772,0.31287,2.93008,-0.523976,-0.412215,0.0516708,0.0781969
100,13,5.75,1.64,0.214,-0.34,247.85,0.0675071,0.01333,0.19746,2.93008,-0.523976,-0.412215,0.0516708,0.0898039
100,14,5.75,1.64,0.214,-0.34,262.94,0.106845,0.0172619,0.16156,2.93008,-0.523976,-0.412215,0.0516708,0.109986
100,15,5.75,1.64,0.214,-0.34,278.03,0.180094,0.0207198,0.11505,2.93008,-0.523976,-0.412215,0.0516708,0.146279
100,16,5.75,1.64,0.214,-0.34,293.13,0.266987,0.0403151,0.151,2.93008,-0.523976,-0.412215,0.0516708,0.215269
100,17,5.75,1.64,0.214,-0.34,308.26,0.362184,0.0412636,0.11393,2.93008,-0.523976,-0.412215,0.0516708,0.35757
100,18,5.75,1.64,0.214,-0.34,322.03,0.695463,0.0608322,0.08747,2.93008,-0.523976,-0.412215,0.0516708,0.643052
101,0,5.75,1.64,0.214,-0.45,38.02,0.39566,0.0325035,0.08215,2.64562,-0.587822,-0.33912,0.0477449,0.404497
101,1,5.75,1.64,0.214,-0.45,51.66,0.246669,0.0250542,0.10157,2.64562,-0.587822,-0.33912,0.0477449,0.216261
101,2,5.75,1.64,0.214,-0.45,66.82,0.148391,0.0169032,0.11391,2.64562,-0.587822,-0.33912,0.0477449,0.131295
101,3,5.75,1.64,0.214,-0.45,81.94,0.079276,0.0120531,0.15204,2.64562,-0.587822,-0.33912,0.0477449,0.0931677
101,4,5.75,1.64,0.214,-0.45,97.04,0.0694205,0.0118806,0.17114,2.64562,-0.587822,-0.33912,0.0477449,0.0742194
101,5,5.75,1.64,0.214,-0.45,112.13,0.0480467,0.0103997,0.21645,2.64562,-0.587822,-0.33912,0.0477449,0.0641544
101,6,5.75,1.64,0.214,-0.45,127.22,0.0441353,0.0132423,0.30004,2.64562,-0.587822,-0.33912,0.0477449,0.0585763
101,7,5.75,1.64,0.214,-0.45,217.7,0.091632,0.0654115,0.71385,2.64562,-0.587822,-0.33912,0.0477449,0.0554421
101,8,5.75,1.64,0.214,-0.45,232.78,0.104045,0.0512328,0.49241,2.64562,-0.587822,-0.33912,0.0477449,0.0585763
101,9,5.75,1.64,0.214,-0.45,247.87,0.0375915,0.00872046,0.23198,2.64562,-0.587822,-0.33912,0.0477449,0.0641544
101,10,5.75,1.64,0.214,-0.45,262.96,0.0740877,0.0224856,0.3035,2.64562,-0.587822,-0.33912,0.0477449,0.0742194
101,11,5.75,1.64,0.214,-0.45,278.06,0.0894242,0.0107032,0.11969,2.64562,-0.587822,-0.33912,0.0477449,0.0931677
101,12,5.75,1.64,0.214,-0.45,293.18,0.125391,0.0178808,0.1426,2.64562,-0.587822,-0.33912,0.0477449,0.131295
101,13,5.75,1.64,0.214,-0.45,308.34,0.208983,0.026173,0.12524,2.64562,-0.587822,-0.33912,0.0477449,0.216261
101,14,5.75,1.64,0.214,-0.45,321.98,0.394814,0.0358728,0.09086,2.64562,-0.587822,-0.33912,0.0477449,0.404497
102,0,5.75,1.88,0.215,-0.11,23.16,2.50423,0.351544,0.14038,3.04318,-0.322861,-0.547825,0.0587085,2.95518
102,1,5.75,1.88,0.215,-0.11,37.96,1.56262,0.196375,0.12567,3.04318,-0.322861,-0.547825,0.0587085,2.30244
102,2,5.75,1.88,0.215,-0.11,52.73,1.52989,0.166299,0.1087,3.04318,-0.322861,-0.547825,0.0587085,1.72342
102,3,5.75,1.88,0.215,-0.11,67.28,1.17833,0.123465,0.10478,3.04318,-0.322861,-0.547825,0.0587085,1.28972
102,4,5.75,1.88,0.215,-0.11,82.17,0.973516,0.117056,0.12024,3.04318,-0.322861,-0.547825,0.0587085,0.973125
102,5,5.75,1.88,0.215,-0.11,97.2,0.78624,0.110545,0.1406,3.04318,-0.322861,-0.547825,0.0587085,0.75167
102,6,5.75,1.88,0.215,-0.11,112.25,0.548325,0.111475,0.2033,3.04318,-0.322861,-0.547825,0.0587085,0.599789
102,7,5.75,1.88,0.215,-0.11,127.3,0.460272,0.0866509,0.18826,3.04318,-0.322861,-0.547825,0.0587085,0.497029
102,8,5.75,1.88,0.215,-0.11,142.35,0.517158,0.0794407,0.15361,3.04318,-0.322861,-0.547825,0.0587085,0.429593
102,9,5.75,1.88,0.215,-0.11,157.41,0.375604,0.0591089,0.15737,3.04318,-0.322861,-0.547825,0.0587085,0.38876
102,10,5.75,1.88,0.215,-0.11,172.47,0.413162,0.0891397,0.21575,3.04318,-0.322861,-0.547825,0.0587085,0.369508
102,11,5.75,1.88,0.215,-0.11,202.59,0.445775,0.0500694,0.11232,3.04318,-0.322861,-0.547825,0.0587085,0.38876
102,12,5.75,1.88,0.215,-0.11,217.65,0.334413,0.0419287,0.12538,3.04318,-0.322861,-0.547825,0.0587085,0.429593
102,13,5.75,1.88,0.215,-0.11,232.7,0.522532,0.0633779,0.12129,3.04318,-0.322861,-0.547825,0.0587085,0.497029
102,14,5.75,1.88,0.215,-0.11,247.75,0.618328,0.0650728,0.10524,3.04318,-0.322861,-0.547825,0.0587085,0.599789
102,15,5.75,1.88,0.215,-0.11,262.8,0.703963,0.0694248,0.09862,3.04318,-0.322861,-0.547825,0.0587085,0.75167
102,16,5.75,1.88,0.215,-0.11,277.83,0.914478,0.12126,0.1326,3.04318,-0.322861,-0.547825,0.0587085,0.973125
102,17,5.75,1.88,0.215,-0.11,292.72,1.65345,0.173893,0.10517,3.04318,-0.322861,-0.547825,0.0587085,1.28972
102,18,5.75,1.88,0.215,-0.11,307.27,1.69737,0.168294,0.09915,3.04318,-0.322861,-0.547825,0.0587085,1.72342
102,19,5.75,1.88,0.215,-0.11,322.04,2.20314,0.249373,0.11319,3.04318,-0.322861,-0.547825,0.0587085,2.30244
102,20,5.75,1.88,0.215,-0.11,336.84,3.11403,0.360853,0.11588,3.04318,-0.322861,-0.547825,0.0587085,2.95518
103,0,5.75,1.88,0.215,-0.15,38.98,2.47038,0.395533,0.16011,3.09077,-0.366288,-0.525584,0.0574998,1.95432
103,1,5.75,1.88,0.215,-0.15,52.95,1.25185,0.139269,0.11125,3.09077,-0.366288,-0.525584,0.0574998,1.34631
103,2,5.75,1.88,0.215,-0.15,67.13,1.13867,0.114015,0.10013,3.09077,-0.366288,-0.525584,0.0574998,0.945798
103,3,5.75,1.88,0.215,-0.15,82.11,0.706245,0.0777506,0.11009,3.09077,-0.366288,-0.525584,0.0574998,0.678056
103,4,5.75,1.88,0.215,-0.15,97.16,0.456408,0.0460561,0.10091,3.09077,-0.366288,-0.525584,0.0574998,0.50791
103,5,5.75,1.88,0.215,-0.15,112.22,0.460061,0.05771,0.12544,3.09077,-0.366288,-0.525584,0.0574998,0.398584
103,6,5.75,1.88,0.215,-0.15,127.28,0.30346,0.0559398,0.18434,3.09077,-0.366288,-0.525584,0.0574998,0.327962
103,7,5.75,1.88,0.215,-0.15,142.34,0.244151,0.0449165,0.18397,3.09077,-0.366288,-0.525584,0.0574998,0.283116
103,8,5.75,1.88,0.215,-0.15,157.4,0.180423,0.0234044,0.12972,3.09077,-0.366288,-0.525584,0.0574998,0.25657
103,9,5.75,1.88,0.215,-0.15,172.47,0.222415,0.0317298,0.14266,3.09077,-0.366288,-0.525584,0.0574998,0.244205
103,10,5.75,1.88,0.215,-0.15,187.53,0.227962,0.0324664,0.14242,3.09077,-0.366288,-0.525584,0.0574998,0.244205
103,11,5.75,1.88,0.215,-0.15,202.6,0.195858,0.0298488,0.1524,3.09077,-0.366288,-0.525584,0.0574998,0.25657
103,12,5.75,1.88,0.215,-0.15,217.66,0.209482,0.0302282,0.1443,3.09077,-0.366288,-0.525584,0.0574998,0.283116
103,13,5.75,1.88,0.215,-0.15,232.72,0.265777,0.044406,0.16708,3.09077,-0.366288,-0.525584,0.0574998,0.327962
103,14,5.75,1.88,0.215,-0.15,247.78,0.49483,0.0614875,0.12426,3.09077,-0.366288,-0.525584,0.0574998,0.398584
103,15,5.75,1.88,0.215,-0.15,262.84,0.550929,0.0575335,0.10443,3.09077,-0.366288,-0.525584,0.0574998,0.50791
103,16,5.75,1.88,0.215,-0.15,277.89,0.741494,0.0726219,0.09794,3.09077,-0.366288,-0.525584,0.0574998,0.678056
103,17,5.75,1.88,0.215,-0.15,292.87,0.763731,0.0755864,0.09897,3.09077,-0.366288,-0.525584,0.0574998,0.945798
103,18,5.75,1.88,0.215,-0.15,307.05,1.40616,0.164226,0.11679,3.09077,-0.366288,-0.525584,0.0574998,1.34631
103,19,5.75,1.88,0.215,-0.15,321.02,2.05139,0.252895,0.12328,3.09077,-0.366288,-0.525584,0.0574998,1.95432
104,0,5.75,1.88,0.215,-0.2,53.14,0.808861,0.0815494,0.10082,3.10988,-0.414924,-0.496796,0.0559446,0.966109
104,1,5.75,1.88,0.215,-0.2,66.99,0.639283,0.0881763,0.13793,3.10988,-0.414924,-0.496796,0.0559446,0.645753
104,2,5.75,1.88,0.215,-0.2,82.06,0.483376,0.0674406,0.13952,3.10988,-0.414924,-0.496796,0.0559446,0.445885
104,3,5.75,1.88,0.215,-0.2,97.14,0.298521,0.0424318,0.14214,3.10988,-0.414924,-0.496796,0.0559446,0.32833
104,4,5.75,1.88,0.215,-0.2,112.2,0.25813,0.0323411,0.12529,3.10988,-0.414924,-0.496796,0.0559446,0.256603
104,5,5.75,1.88,0.215,-0.2,127.27,0.216732,0.03917,0.18073,3.10988,-0.414924,-0.496796,0.0559446,0.211847
104,6,5.75,1.88,0.215,-0.2,142.33,0.231398,0.0352743,0.15244,3.10988,-0.414924,-0.496796,0.0559446,0.184154
104,7,5.75,1.88,0.215,-0.2,157.4,0.154089,0.0254186,0.16496,3.10988,-0.414924,-0.496796,0.0559446,0.16803
104,8,5.75,1.88,0.215,-0.2,172.47,0.155864,0.0295034,0.18929,3.10988,-0.414924,-0.496796,0.0559446,0.1606
104,9,5.75,1.88,0.215,-0.2,187.53,0.107045,0.0230306,0.21515,3.10988,-0.414924,-0.496796,0.0559446,0.1606
104,10,5.75,1.88,0.215,-0.2,202.6,0.181192,0.0309548,0.17084,3.10988,-0.414924,-0.496796,0.0559446,0.16803
104,11,5.75,1.88,0.215,-0.2,217.67,0.136547,0.0232717,0.17043,3.10988,-0.414924,-0.496796,0.0559446,0.184154
104,12,5.75,1.88,0.215,-0.2,232.73,0.215585,0.0391804,0.18174,3.10988,-0.414924,-0.496796,0.0559446,0.211847
104,13,5.75,1.88,0.215,-0.2,247.8,0.250117,0.0400587,0.16016,3.10988,-0.414924,-0.496796,0.0559446,0.256603
104,14,5.75,1.88,0.215,-0.2,262.86,0.322554,0.0461542,0.14309,3.10988,-0.414924,-0.496796,0.0559446,0.32833
104,15,5.75,1.88,0.215,-0.2,277.94,0.398813,0.0423499,0.10619,3.10988,-0.414924,-0.496796,0.0559446,0.445885
104,16,5.75,1.88,0.215,-0.2,293.01,0.644091,0.0790622,0.12275,3.10988,-0.414924,-0.496796,0.0559446,0.645753
104,17,5.75,1.88,0.215,-0.2,306.86,0.997387,0.102352,0.10262,3.10988,-0.414924,-0.496796,0.0559446,0.966109
105,0,5.75,1.88,0.215,-0.26,53.05,0.673953,0.0567401,0.08419,3.07104,-0.466056,-0.460828,0.0540114,0.661702
105,1,5.75,1.88,0.215,-0.26,66.93,0.336662,0.0417495,0.12401,3.07104,-0.466056,-0.460828,0.0540114,0.424843
105,2,5.75,1.88,0.215,-0.26,82.03,0.312062,0.0329381,0.10555,3.07104,-0.466056,-0.460828,0.0540114,0.288381
105,3,5.75,1.88,0.215,-0.26,97.12,0.239783,0.0263761,0.11,3.07104,-0.466056,-0.460828,0.0540114,0.21241
105,4,5.75,1.88,0.215,-0.26,112.19,0.164804,0.0211526,0.12835,3.07104,-0.466056,-0.460828,0.0540114,0.167746
